lat_values,lng_values,city,country,Temperature,Humidity,Cloudiness,Wind Speed,Latitude,Longitude
-37.22166041097365,-60.07931270092722,olavarria,ar,,,,, , 
15.787322516847155,29.95676342483631,bara,sd,,,,, , 
-35.03945412219976,-102.47108265929741,lebu,cl,,,,, , 
60.55845215371994,-106.02697171550898,la ronge,ca,,,,, , 
-82.23754650416154,-179.55587232271085,vaini,to,,,,, , 
2.0854390438043,161.0811709694034,kieta,pg,,,,, , 
17.995680076842262,-92.5525908718621,pemex,mx,,,,, , 
-71.09502759761584,-65.91535671001957,ushuaia,ar,,,,, , 
-50.0028554563448,-139.78648203760685,rikitea,pf,,,,, , 
-59.70082232060739,84.79035832169853,busselton,au,,,,, , 
14.247356486899704,175.54819279360248,butaritari,ki,,,,, , 
77.21906046706997,127.31423237217774,tiksi,ru,,,,, , 
77.08651251570427,32.986762984408045,vardo,no,,,,, , 
38.03848941724479,114.95341341693046,luancheng,cn,,,,, , 
16.79560881046288,-99.14246107457805,cruz grande,mx,,,,, , 
53.391992160959774,138.98977375500812,mnogovershinnyy,ru,,,,, , 
11.97731932392027,55.381226854874996,bereda,so,,,,, , 
31.501805390761703,107.65483686302764,daxian,cn,,,,, , 
51.38509823749385,128.33007049397366,svobodnyy,ru,,,,, , 
-35.97307679314825,37.201267662124735,margate,za,,,,, , 
-17.229212766174115,-140.1851902312238,atuona,pf,,,,, , 
-17.429396880422033,-152.8558704074747,vaitape,pf,,,,, , 
69.25086594771787,115.84337194489291,saskylakh,ru,,,,, , 
54.21033328977859,103.0266296097351,ust-uda,ru,,,,, , 
-31.97019455155106,-62.99517007936326,villa maria,ar,,,,, , 
-14.495977327507433,56.84107741831147,cap malheureux,mu,,,,, , 
-7.57438472741579,-152.2555294465096,faanui,pf,,,,, , 
-27.571080301525498,-63.28860708443631,santiago del estero,ar,,,,, , 
-84.78081916247208,-98.88095107378295,punta arenas,cl,,,,, , 
82.62508754872036,25.490604522296877,longyearbyen,sj,,,,, , 
42.7340072970685,-105.5213679748896,douglas,us,,,,, , 
48.69518284913738,-38.31358459421048,nanortalik,gl,,,,, , 
51.05622132666369,-18.31265962538842,dingle,ie,,,,, , 
76.62895525627803,-126.86937384085944,tuktoyaktuk,ca,,,,, , 
56.098188561874764,38.16891617377195,krasnoarmeysk,ru,,,,, , 
14.964839043460856,-164.95762043487596,kapaa,us,,,,, , 
65.43275497064869,-93.17130414163255,thompson,ca,,,,, , 
22.56491389734674,35.51674202880022,umm lajj,sa,,,,, , 
-14.67334192809011,29.188755890743238,kabwe,zm,,,,, , 
-21.060390375645625,21.423030805107913,ghanzi,bw,,,,, , 
-36.590219550154075,120.88743737667329,esperance,au,,,,, , 
22.15557625726197,20.317710227811574,faya,td,,,,, , 
70.31906577097521,157.17976767526187,cherskiy,ru,,,,, , 
72.87570640799441,-169.4207203184394,lavrentiya,ru,,,,, , 
38.00714072685989,75.33635212432947,kashi,cn,,,,, , 
61.50435381573982,118.25164748019728,suntar,ru,,,,, , 
-6.269609704278608,90.89061102211951,padang,id,,,,, , 
10.143508306007249,-53.16070749298693,mana,gf,,,,, , 
62.2935901967237,-57.31802786499455,maniitsoq,gl,,,,, , 
69.57976180922881,-86.20891949564792,attawapiskat,ca,,,,, , 
71.73753313932636,144.46080341060252,chokurdakh,ru,,,,, , 
53.87278186754679,161.3625454149605,klyuchi,ru,,,,, , 
58.31061066151548,101.36641749381641,ust-ilimsk,ru,,,,, , 
40.350303780318,100.78722509549243,zhangye,cn,,,,, , 
-43.25761638183533,38.714744411573605,umzimvubu,za,,,,, , 
-57.91493102566491,54.81348289100052,taolanaro,mg,,,,, , 
8.556778384484943,-3.3116502347834853,bondoukou,ci,,,,, , 
-62.28082875400264,130.3799465196455,new norfolk,au,,,,, , 
16.32393131241689,-82.01729934394957,iralaya,hn,,,,, , 
-25.540111595323296,176.4687705921222,isangel,vu,,,,, , 
-83.49926660658517,-7.693794767998526,hermanus,za,,,,, , 
35.24998543804216,-133.10374837053388,fortuna,us,,,,, , 
72.86022743761416,13.36561578635073,andenes,no,,,,, , 
6.370422521553266,30.58258410544093,yirol,sd,,,,, , 
12.181633312927758,22.24089290419971,adre,td,,,,, , 
67.00187334344844,144.73927952876193,khonuu,ru,,,,, , 
79.85548583870721,-23.704883354629146,illoqqortoormiut,gl,,,,, , 
-30.150210419022123,-167.41359028361035,alofi,nu,,,,, , 
-44.13691893682777,-56.983988745874456,necochea,ar,,,,, , 
-56.28363982647186,40.21705281962571,port alfred,za,,,,, , 
-1.6805786234715896,-2.1711556822890827,axim,gh,,,,, , 
0.5383628810745762,4.771975365460747,port-gentil,ga,,,,, , 
-61.682636187143316,-17.050717717453807,cape town,za,,,,, , 
-78.0282863673115,115.90693370888692,albany,au,,,,, , 
-78.83754733780195,56.33199695534941,east london,za,,,,, , 
50.80600118131241,-157.0589353370947,kodiak,us,,,,, , 
73.20571891575017,104.53314027656336,khatanga,ru,,,,, , 
77.24495048177442,0.5076049605012258,barentsburg,sj,,,,, , 
84.0897191181744,-176.4868887067327,mys shmidta,ru,,,,, , 
-33.63316146134185,-166.6951830974682,avarua,ck,,,,, , 
-13.669879002249147,-178.71317396839186,halalo,wf,,,,, , 
51.10555187031608,-80.78750543782559,moose factory,ca,,,,, , 
-6.281328376754672,173.85463835337333,lolua,tv,,,,, , 
-11.67890021131008,-12.799754065731264,georgetown,sh,,,,, , 
-21.90362833205336,123.15833893057203,broome,au,,,,, , 
16.267042069349145,-3.5441330340731554,goundam,ml,,,,, , 
10.94375768321244,-127.5079826543735,constitucion,mx,,,,, , 
27.786107891015874,39.71109974527673,sakakah,sa,,,,, , 
-46.78049280555787,79.57469622288846,mahebourg,mu,,,,, , 
11.330405750869502,-50.61507916680739,sinnamary,gf,,,,, , 
-8.383465166176862,31.189277266051562,matai,tz,,,,, , 
38.00972306643422,112.94088929555477,yuci,cn,,,,, , 
-34.754240117838975,144.3180516503695,swan hill,au,,,,, , 
31.48844855535711,-4.083339249601181,mrirt,ma,,,,, , 
59.215504315361585,-14.006742931611058,hofn,is,,,,, , 
44.007339985784796,136.26578682860315,kamenka,ru,,,,, , 
-65.5544914252461,30.879168279363427,port elizabeth,za,,,,, , 
28.67374382240874,98.87925712422737,tezu,in,,,,, , 
-29.264015702875128,-23.154565467146767,vila velha,br,,,,, , 
69.00945028535824,-59.18490541670789,upernavik,gl,,,,, , 
58.71002492129617,176.95479533426334,beringovskiy,ru,,,,, , 
4.300760212719609,88.69908167076454,banda aceh,id,,,,, , 
78.78336694778812,-34.845480653735166,tasiilaq,gl,,,,, , 
48.77869591501528,79.57047485493939,ayagoz,kz,,,,, , 
-28.38933228018172,70.52590079824546,bambous virieux,mu,,,,, , 
-12.193929901298588,96.67602466241203,bengkulu,id,,,,, , 
24.005734727860116,68.4110180727466,jati,pk,,,,, , 
-76.98100744047309,27.777387865749716,kruisfontein,za,,,,, , 
-47.30630428172054,-71.09215747118296,coihaique,cl,,,,, , 
78.15242799510145,-88.52239532572722,qaanaaq,gl,,,,, , 
26.656649619893372,-146.48946766692222,hilo,us,,,,, , 
48.80849991472627,-179.13742336376302,provideniya,ru,,,,, , 
81.27374457686923,179.09055505506876,leningradskiy,ru,,,,, , 
-39.60333463368927,144.2170106297474,colac,au,,,,, , 
-73.92492100730392,26.638394436736007,bredasdorp,za,,,,, , 
49.428818775744475,38.06958525652507,svatove,ua,,,,, , 
-16.20431771069245,28.223224958916745,kafue,zm,,,,, , 
54.00498013348516,-65.42181931748318,sept-iles,ca,,,,, , 
79.6545057352836,-121.14715606409426,norman wells,ca,,,,, , 
-9.1172131838334,124.74904963383261,atambua,id,,,,, , 
17.768896590941907,31.629009851781888,marawi,sd,,,,, , 
-3.466342000416148,110.45003707641854,pangkalanbuun,id,,,,, , 
-24.098268123734087,-91.67465650061376,pisco,pe,,,,, , 
28.814165623910085,-6.5406151896571885,tarudant,ma,,,,, , 
42.63852378007135,-114.62329797136067,jerome,us,,,,, , 
-40.32830133865851,-62.525866628044824,viedma,ar,,,,, , 
67.37850534440457,-9.0984416852707,vestmanna,fo,,,,, , 
57.576499023427004,149.64745084371583,arman,ru,,,,, , 
-4.081436045553843,137.69273505204217,nabire,id,,,,, , 
-12.853412920133394,-166.00609205108188,samusu,ws,,,,, , 
29.587735134824158,149.97947785212898,hasaki,jp,,,,, , 
32.06761592502613,62.790383425919146,farah,af,,,,, , 
12.317372431444966,121.1016912803675,caminawit,ph,,,,, , 
-56.82224281875236,178.67712446729809,dunedin,nz,,,,, , 
-67.13115424740727,72.92428809188618,saint-philippe,re,,,,, , 
59.05919461259987,136.14784391968828,solnechnyy,ru,,,,, , 
-21.965697826165467,-59.363276831505175,filadelfia,py,,,,, , 
39.53423226669193,61.980887408731434,seydi,tm,,,,, , 
49.44233294017104,-24.369566535624188,lagoa,pt,,,,, , 
40.215855938958754,36.11806740449754,turhal,tr,,,,, , 
37.494798735440995,23.267066935747977,ermioni,gr,,,,, , 
26.154449362451544,-110.46950877183187,loreto,mx,,,,, , 
14.741178631698105,-68.378086331444,westpunt,an,,,,, , 
42.41707198805557,20.490194535527422,orahovac,rs,,,,, , 
78.77600572975649,-150.87995475658883,barrow,us,,,,, , 
-15.56032521597723,132.88304110855347,katherine,au,,,,, , 
29.066965807339557,15.670974076986454,hun,ly,,,,, , 
-18.323302611703895,81.96920044189596,hithadhoo,mv,,,,, , 
-44.0500647571127,131.14124131354043,port lincoln,au,,,,, , 
34.44639159617191,-4.839747993662968,tawnat,ma,,,,, , 
-1.8431564612239981,132.50639870950204,sorong,id,,,,, , 
-6.942170870371584,-99.99179793379415,puerto ayora,ec,,,,, , 
21.197245073375555,-113.94899535924652,todos santos,mx,,,,, , 
17.51604757598058,150.41710344169945,airai,pw,,,,, , 
-41.81903611436558,178.37377574473788,otane,nz,,,,, , 
-21.953042686211518,45.245108796305885,beroroha,mg,,,,, , 
-11.702684446949206,-34.09139442168703,coruripe,br,,,,, , 
-36.99024918098295,153.05530186652265,ulladulla,au,,,,, , 
-29.216967707367452,46.69538976473112,ambovombe,mg,,,,, , 
60.89839225567664,-75.11624437909494,iqaluit,ca,,,,, , 
-30.97296721539348,-147.65187373679095,mataura,pf,,,,, , 
2.1968260776285433,-116.11737263757712,san patricio,mx,,,,, , 
-88.0844490045864,177.62092613472794,bluff,nz,,,,, , 
-33.804166080476065,130.04758775898466,flinders,au,,,,, , 
-40.806304835327545,176.89266845380445,takapau,nz,,,,, , 
66.35922883517182,173.72595047116613,komsomolskiy,ru,,,,, , 
39.68494412012089,-70.53013339290794,nantucket,us,,,,, , 
-51.74721686780361,75.97408633678629,souillac,mu,,,,, , 
2.4008654140181847,147.9942410958917,lorengau,pg,,,,, , 
59.67484751853965,-135.66179853488268,whitehorse,ca,,,,, , 
20.16887231776741,-42.507209785131124,ponta do sol,cv,,,,, , 
-29.548541827626316,40.50805704056418,beloha,mg,,,,, , 
-19.604118917807895,-10.29032636471976,jamestown,sh,,,,, , 
44.636502719573485,123.04669503542965,kaitong,cn,,,,, , 
83.09344616075049,134.75665722702593,nizhneyansk,ru,,,,, , 
52.82576287312267,-136.33101725605025,sitka,us,,,,, , 
72.25970216758085,-141.79984403935723,aklavik,ca,,,,, , 
43.362174029233074,-137.92565205161645,port hardy,ca,,,,, , 
57.08829749804826,170.93254573019857,nikolskoye,ru,,,,, , 
28.849028501621135,69.68457478783148,rojhan,pk,,,,, , 
17.954805357585215,-8.926007076193628,nioro,ml,,,,, , 
41.77767627998065,106.94626317034124,haibowan,cn,,,,, , 
2.5708525913154148,94.51083543150412,meulaboh,id,,,,, , 
52.77621093682578,40.08743916445985,dobroye,ru,,,,, , 
57.61276243981041,34.166324614066866,trud,ru,,,,, , 
37.57000820316209,-21.32621832029116,vila franca do campo,pt,,,,, , 
12.797047477137383,47.12092280824925,aden,ye,,,,, , 
36.786873477866465,154.5255701347216,sentyabrskiy,ru,,,,, , 
40.30624544194259,51.365780496342495,gurgan,az,,,,, , 
36.42355315883921,139.50841721245297,tanuma,jp,,,,, , 
-70.01081919402337,-18.116286932268167,chuy,uy,,,,, , 
-49.27643104366821,50.22493519783927,tsihombe,mg,,,,, , 
45.686242815389846,20.59932925634297,jimbolia,ro,,,,, , 
-16.82489151307307,116.43078660375369,karratha,au,,,,, , 
19.289281824435292,52.77490975783596,salalah,om,,,,, , 
-4.578196576453763,-37.70704199275218,aracati,br,,,,, , 
-54.7332696281465,-18.14827541574425,arraial do cabo,br,,,,, , 
-33.05585800005111,-63.75937827490995,rio cuarto,ar,,,,, , 
30.390563747657353,-38.468539340758355,ribeira grande,pt,,,,, , 
-2.748022074230235,-78.91589431434646,azogues,ec,,,,, , 
62.88634128555617,168.30250699874716,kamenskoye,ru,,,,, , 
-59.33316303702394,-32.42134396587804,mar del plata,ar,,,,, , 
14.590323969383704,77.07071153767578,rayadrug,in,,,,, , 
48.787316272848756,12.496799460495367,straubing,de,,,,, , 
15.445865411373191,-64.49938221649833,middle island,kn,,,,, , 
50.27582840724165,-57.83983762168839,deer lake,ca,,,,, , 
35.19701953790768,76.53672088072375,kargil,in,,,,, , 
50.437770162105636,-133.08904829889138,prince rupert,ca,,,,, , 
-24.432147163322654,19.298321864595266,aranos,na,,,,, , 
56.835891322939005,27.387622060878726,karsava,lv,,,,, , 
-37.264320456872476,10.886928359092707,saldanha,za,,,,, , 
59.05574111576004,97.0856382208579,boguchany,ru,,,,, , 
31.45094018796722,67.55297444004523,pishin,pk,,,,, , 
35.51442093267457,-51.40761334565286,torbay,ca,,,,, , 
-25.59794155549602,54.72604349220964,saint-joseph,re,,,,, , 
50.10084687028018,66.10716034808357,derzhavinsk,kz,,,,, , 
42.85568942125306,-16.73747875887301,muros,es,,,,, , 
32.59238768650988,141.55833164689028,katsuura,jp,,,,, , 
25.4724957744333,-90.10728570574756,houma,us,,,,, , 
-18.774794391053675,7.061636691577235,namibe,ao,,,,, , 
88.0011701768...
